Episode,Reward
915.0,-15.485090738549982
916.0,-15.500239831164482
917.0,-15.505237432852837
918.0,-15.460185058524308
919.0,-15.495583207939065
920.0,-15.490627375859674
921.0,-15.505721102101077
922.0,-15.450663891080065
923.0,-15.436157252169265
924.0,-15.441795679647573
925.0,-15.407377722851097
926.0,-15.343303945622585
927.0,-15.369870906166359
928.0,-15.336172197104695
929.0,-15.312810475133649
930.0,-15.319682370382312
931.0,-15.31648554667849
932.0,-15.303320691211704
933.0,-15.310287484299588
934.0,-15.33718460945659
935.0,-15.373812763362023
936.0,-15.390074635728404
937.0,-15.40617388937112
938.0,-15.372112150477408
939.0,-15.368391028972635
940.0,-15.364707118682908
941.0,-15.361060047496078
942.0,-15.337449447021118
943.0,-15.324074952550907
944.0,-15.230834203025399
945.0,-15.128525860995145
946.0,-15.147240602385194
947.0,-15.065768196361342
948.0,-14.975110514397729
949.0,-14.975359409253752
950.0,-15.035605815161215
951.0,-14.995249757009603
952.0,-14.925297259439507
953.0,-14.926044286845112
954.0,-14.95678384397666
955.0,-14.907216005536894
956.0,-14.888143845481526
957.0,-14.869262407026712
958.0,-14.830569782956443
959.0,-14.812264085126879
960.0,-14.854141444275609
961.0,-14.805600029832853
962.0,-14.787544029534525
963.0,-14.829668589239178
964.0,-14.841371903346786
965.0,-14.84295818431332
966.0,-14.814528602470185
967.0,-14.756383316445483
968.0,-14.738819483281029
969.0,-14.721431288448219
970.0,-14.704216975563737
971.0,-14.6871748058081
972.0,-14.72030305775002
973.0,-14.663100027172518
974.0,-14.636469026900793
975.0,-14.650104336631784
976.0,-14.653603293265467
977.0,-14.657067260332813
978.0,-14.620496587729484
979.0,-14.644291621852188
980.0,-14.647848705633667
981.0,-14.66137021857733
982.0,-14.634756516391557
983.0,-14.57840895122764
984.0,-14.512624861715365
985.0,-14.467498613098211
986.0,-14.51282362696723
987.0,-14.517695390697558
988.0,-14.542518436790582
989.0,-14.507093252422676
990.0,-14.432022319898449
991.0,-14.417702096699465
992.0,-14.42352507573247
993.0,-14.459289824975146
994.0,-14.464696926725395
995.0,-14.47004995745814
996.0,-14.46534945788356
